1	79702.0	1803.0	579.0
2	838.0	1804.0	574.0
3	1103.0	1761.0	540.0
4	1629.0	1686.0	501.0
5	11010.0	1829.0	511.0
6	35251.0	1788.0	630.0
7	21974.0	1739.0	509.0
8	56165.0	1713.0	596.0
9	10435.0	1798.0	602.0
10	616.0	1806.0	668.0
11	216.0	1763.0	505.0
12	84.0	1781.0	569.0
13	81.0	1790.0	539.0
14	205.0	1774.0	507.0
15	78.0	1710.0	524.0
16	225.0	1742.0	574.0
17	1095.0	1779.0	728.0
18	524.0	1726.0	620.0
19	303.0	1823.0	519.0
20	106.0	1766.0	504.0
21	236.0	1771.0	531.0
22	87.0	1745.0	524.0
23	83.0	1837.0	550.0
24	216.0	1776.0	508.0
25	81.0	1800.0	492.0
26	212.0	1741.0	506.0
27	82.0	1675.0	521.0
28	83.0	1749.0	526.0
